ap,ep,sinip,astar,iz
2.6317,0.101,0.2667,0.09,-0.07
3.1039,0.0794,0.2634,0.108,0.09
3.0704,0.1213,0.1984,0.036,0.03
2.9773,0.0621,0.1778,0.023,0.06
3.1674,0.0937,0.1726,0.013,0.07
2.5977,0.1345,0.2231,0.174,-0.09
2.7823,0.0477,0.0757,-0.044,-0.03
2.7914,0.053,0.0836,0.156,-0.02
2.8867,0.0366,0.0354,0.067,-0.05
2.5969,0.1424,0.2359,0.138,-0.05
2.4528,0.0985,0.0322,-0.178,0.01
3.1652,0.144,0.032,-0.08,-0.03
2.983,0.069,0.1774,0.058,0
2.2457,0.142,0.0615,0.13,-0.12
2.8739,0.0439,0.0353,0.107,-0.08
3.1231,0.2031,0.2865,0.175,0.01
2.5406,0.1505,0.2309,0.241,0.05
2.7494,0.1163,0.165,0.063,-0.09
2.6012,0.1625,0.1524,0.188,-0.12
3.2138,0.0792,0.1623,-0.084,0.15
3.0119,0.0765,0.1704,0.085,0.01
3.0961,0.0806,0.2776,0.09,-0.16
3.0713,0.0555,0.2235,-0.044,-0.05
2.2435,0.1413,0.1072,0.098,-0.06
2.4368,0.1136,0.1194,0.085,-0.1
3.1621,0.1183,0.0708,0.001,0.06
3.1737,0.1971,0.0553,-0.071,0.04
3.0914,0.1354,0.037,-0.107,-0.04
3.2169,0.1413,0.0259,-0.116,-0.02
3.1326,0.1256,0.2112,-0.067,0.1
3.0351,0.0702,0.1643,0.036,0.05
3.0038,0.0889,0.1784,0.094,0.05
3.0846,0.2012,0.213,-0.049,-0.04
2.7854,0.0791,0.0728,0.076,-0.07
2.5406,0.161,0.2484,0.138,-0.03
2.3789,0.0708,0.046,0.214,-0.08
2.9303,0.0888,0.1348,0.053,-0.01
2.9117,0.0527,0.0357,0.107,-0.03
2.8597,0.213,0.24,0.175,-0.19
2.3526,0.182,0.1511,0.121,-0.03
2.2483,0.1432,0.1277,0.205,-0.01
3.2246,0.1259,0.2222,-0.089,0.09
2.6127,0.1437,0.239,0.139,-0.01
3.0061,0.0592,0.1725,0.098,-0.02
3.1154,0.0716,0.1796,0.023,0.06
3.1663,0.0627,0.1597,-0.138,0.04
2.7724,0.1422,0.0657,0.086,0.02
3.4995,0.0623,0.1717,-0.089,0.07
2.8374,0.0504,0.0376,0.049,0.02
2.9792,0.1569,0.2516,-0.142,0.02
2.5639,0.0456,0.2298,0.236,-0.1
2.5805,0.1381,0.2617,0.068,-0.19
2.6612,0.1647,0.2271,0.139,-0.04
2.6883,0.1709,0.2012,-0.009,0.08
2.4178,0.044,0.1038,0.134,-0.38
3.2108,0.0192,0.2079,0.045,0.1
3.0631,0.0572,0.2292,0.095,0.03
2.3319,0.0983,0.1197,0.099,-0.22
3.0731,0.1642,0.222,0.094,0.04
3.0075,0.0947,0.1561,0.179,-0.07
3.1834,0.1417,0.0981,-0.102,-0.12
2.3793,0.1014,0.0983,0.165,-0.12
2.5716,0.1592,0.2386,0.147,-0.14
2.6317,0.101,0.2667,0.144,-0.08
2.5737,0.0942,0.2606,0.276,0
2.7334,0.0922,0.2449,-0.129,0.06
2.8597,0.213,0.24,0.116,-0.11
2.9823,0.0596,0.1689,0.009,0.03
2.9901,0.0785,0.1843,-0.148,0.29
2.3772,0.1762,0.2187,-0.16,0.11
3.1792,0.0437,0.1853,-0.262,0.09
2.7877,0.1211,0.2257,0.179,0.01
3.1167,0.1964,0.2911,0.139,0.09
2.9983,0.0628,0.1747,0.093,0
2.7359,0.1788,0.2329,0.099,-0.1
2.7247,0.1046,0.1576,-0.087,-0.04
2.6932,0.2699,0.2044,-0.04,0.12
2.601,0.1522,0.2582,0.067,0.23
3.0541,0.1142,0.1955,-0.056,0.13
3.0712,0.0689,0.2716,-0.012,-0.14
2.8589,0.1262,0.2198,0.068,0.09
2.6058,0.1362,0.2373,0.063,-0.1
2.6239,0.2182,0.2104,-0.138,-0.01
2.7165,0.2374,0.244,0.076,-0.09
3.1898,0.2387,0.141,-0.067,0.06
2.7792,0.0763,0.1304,0.005,-0.02
3.1373,0.073,0.2644,0.076,-0.04
2.3684,0.2085,0.1454,0.174,-0.02
2.5959,0.158,0.2223,0.121,-0.05
2.6797,0.1678,0.2014,-0.165,0.08
2.9931,0.0689,0.1721,0.081,-0.03
2.9949,0.0615,0.1671,0.045,0
3.0118,0.048,0.1741,0.076,-0.02
2.9983,0.0628,0.1747,0.041,0.06
2.5978,0.1525,0.2284,0.148,-0.11
2.5936,0.0998,0.1631,0.116,-0.12
2.6307,0.1456,0.2316,0.192,-0.08
2.7359,0.1788,0.2329,0.107,-0.04
2.4378,0.1723,0.1403,0.166,-0.07
2.279,0.1581,0.0952,0.161,-0.16
2.7289,0.2594,0.1591,-0.058,0.03
3.1436,0.0679,0.2333,-0.111,-0.06
2.8149,0.143,0.1201,-0.075,-0.04
3.0287,0.1315,0.2078,-0.151,0
3.1515,0.0692,0.186,0.121,0.15
3.0885,0.1019,0.1441,-0.111,-0.03
3.008,0.0697,0.1803,0.05,-0.02
3.0842,0.1291,0.1395,-0.102,0.05
3.1729,0.0679,0.1632,-0.053,-0.01
3.1658,0.0917,0.2808,-0.044,-0.02
3.009,0.1072,0.1646,0.059,0.03
2.7549,0.1195,0.163,0.085,-0.07
2.7877,0.1211,0.2257,0.13,-0.07
3.1167,0.1964,0.2911,0.156,0.02
3.1978,0.1291,0.2865,-0.111,-0.02
3.3655,0.0573,0.2927,0.005,0.14
2.8114,0.1774,0.1717,0.21,0.03
2.6932,0.2699,0.2044,-0.098,0
3.2113,0.0404,0.2006,0.116,-0.03
2.601,0.1522,0.2582,0.188,-0.04
3.0712,0.0689,0.2716,0.049,-0.02
2.8589,0.1262,0.2198,0.009,0.1
2.6239,0.2182,0.2104,-0.116,-0.02
2.5901,0.1303,0.2219,0.103,-0.01
3.0902,0.1272,0.2152,0.023,-0.04
3.0186,0.0894,0.1771,0.063,0.1
2.4368,0.1136,0.1194,0.134,-0.14
3.1737,0.1971,0.0553,-0.053,0.03
2.5969,0.1424,0.2359,0.134,-0.08
3.2169,0.1413,0.0259,-0.164,-0.03
3.1686,0.1503,0.0264,-0.075,-0.06
2.4552,0.1525,0.0465,-0.111,0.04
3.1749,0.1314,0.0332,-0.08,-0.05
3.0772,0.2598,0.0965,0.281,-0.06
3.0519,0.0836,0.1821,0.063,-0.02
2.6384,0.1467,0.2374,0.107,0.04
3.1436,0.0679,0.2333,-0.142,0.03
3.0287,0.1315,0.2078,-0.031,-0.08
3.3655,0.0573,0.2927,0.072,0.14
3.1167,0.1964,0.2911,0.13,0.03
3.0961,0.0806,0.2776,0.085,-0.1
2.2435,0.1413,0.1072,0.139,-0.08
2.7854,0.0791,0.0728,0.028,-0.11
2.3009,0.08,0.07,0.138,-0.37
3.0512,0.1122,0.2125,0.068,0.01
2.3789,0.0708,0.046,0.152,0
3.2083,0.1256,0.0921,-0.203,0
3.0967,0.1133,0.1206,-0.085,0.02
2.5709,0.1614,0.2325,0.17,-0.16
2.8062,0.2066,0.1188,-0.218,0.11
3.1515,0.0692,0.186,0.05,0.16
2.8114,0.1774,0.1717,0.188,0.02
2.3526,0.182,0.1511,0.121,-0.06
3.0647,0.0719,0.1662,0.023,0.01
3.0546,0.0385,0.1567,0.076,0.01
2.3039,0.1672,0.0848,0.121,-0.08
2.9979,0.0854,0.1755,0.129,-0.04
2.7724,0.1422,0.0657,0.103,-0.03
3.0056,0.0792,0.1763,0.054,-0.02
2.98,0.1329,0.0171,-0.129,-0.12
3.1389,0.1537,0.0198,-0.093,-0.01
3.1937,0.1688,0.0256,-0.124,-0.01
2.9057,0.0624,0.0351,0.134,-0.07
2.3716,0.0936,0.1078,0.071,-0.19
2.279,0.1581,0.0952,0.138,-0.08
3.0651,0.0664,0.1635,0.116,-0.03
2.9875,0.0811,0.1878,0.027,-0.08
3.0885,0.1019,0.1441,-0.116,-0.02
3.008,0.0697,0.1803,0.014,0.02
2.601,0.1522,0.2582,0.192,-0.02
2.5712,0.1673,0.1328,0.081,-0.11
2.6559,0.147,0.2264,0.112,-0.04
3.4995,0.0623,0.1717,-0.142,0.08
2.8361,0.0385,0.0402,0.018,0.03
2.3663,0.1851,0.1499,0.089,0.02
2.6638,0.1724,0.0381,-0.044,0.08
2.9176,0.0669,0.0367,0.098,-0.12
3.0105,0.0608,0.1592,0.054,0.01
2.3124,0.2027,0.1338,0.121,0.06
2.3687,0.0624,0.0947,0.138,-0.03
3.0712,0.0689,0.2716,0.058,0.05
2.6932,0.2699,0.2044,-0.102,-0.03
2.6239,0.2182,0.2104,-0.208,-0.04
2.6883,0.1709,0.2012,-0.085,0.04
2.3319,0.0983,0.1197,0.112,-0.23
3.0745,0.1672,0.1391,0.014,0.01
3.0075,0.0947,0.1561,0.099,0
3.1413,0.0417,0.1995,0.317,-0.08
3.4086,0.1102,0.1653,-0.053,0.03
2.4749,0.1472,0.0355,0.143,-0.06
2.6715,0.1518,0.2435,0.165,-0.02
2.4742,0.0653,0.094,0.183,-0.36
2.4401,0.1434,0.0517,-0.16,-0.03
2.9927,0.0822,0.1789,0.076,0.02
3.183,0.1339,0.0238,-0.076,0.01
2.9008,0.0543,0.0368,0.089,0.01
2.6511,0.1634,0.1998,-0.16,0.04
2.7575,0.1856,0.2844,0.17,-0.1
2.6855,0.2137,0.2266,0.147,-0.08
2.8365,0.1726,0.2138,0.157,0.01
2.9759,0.0786,0.1706,0.018,0.05
2.3743,0.1696,0.1272,0.201,-0.03
2.2511,0.1453,0.1169,0.161,-0.03
2.9708,0.0376,0.1641,0.072,0.03
2.7389,0.1216,0.2453,-0.102,0.04
3.1561,0.0301,0.1886,0.219,-0.1
3.3596,0.1286,0.1964,0.099,-0.08
2.7465,0.1229,0.1255,0.072,0.04
2.4718,0.1414,0.0985,0.25,-0.55
2.392,0.0976,0.1086,0.129,-0.22
3.1544,0.1517,0.0234,-0.133,-0.04
2.4075,0.1568,0.0254,0.112,-0.1
3.1349,0.1476,0.0185,-0.093,0.06
3.1735,0.0675,0.1655,-0.116,0.03
2.8619,0.0421,0.037,0.107,-0.03
3.1679,0.1516,0.0221,-0.102,-0.07
2.2871,0.1388,0.0356,0.17,-0.39
2.9901,0.0243,0.1771,0.072,-0.01
2.5543,0.1442,0.2331,0.059,0.04
3.3878,0.0666,0.2047,0.148,0.15
3.0755,0.0329,0.2163,-0.102,0.02
2.5449,0.1744,0.1168,0.139,-0.05
3.1658,0.0917,0.2808,-0.084,0.03
2.6929,0.0286,0.1911,0.085,0.16
2.5936,0.0998,0.1631,0.09,-0.05
3.1373,0.073,0.2644,0.152,-0.16
3.1721,0.061,0.1571,-0.093,0.03
2.9983,0.0628,0.1747,0.072,0.01
2.9798,0.074,0.1777,0.098,0.04
2.7247,0.1046,0.1576,0.116,-0.04
3.0541,0.1142,0.1955,0.058,0.06
3.1978,0.1291,0.2865,-0.142,0.06
3.2113,0.0404,0.2006,0.152,-0.01
2.8589,0.1262,0.2198,0.023,0.09
2.6058,0.1362,0.2373,0.165,0.01
2.9872,0.0836,0.1814,0.076,0.02
3.0231,0.073,0.1768,0.045,0.04
2.6239,0.2182,0.2104,-0.111,-0.02
3.009,0.1072,0.1646,0.014,0
2.7549,0.1195,0.163,0.138,-0.12
3.168,0.0624,0.1603,-0.129,0.04
3.0627,0.2849,0.1691,-0.138,0.03
2.5716,0.1592,0.2386,0.134,-0.05
3.0599,0.1888,0.2784,-0.004,0.06
2.6621,0.1518,0.2183,0.107,0.02
2.9815,0.0816,0.1752,-0.022,0.03
2.5901,0.1303,0.2219,0.032,-0.05
2.4179,0.1976,0.1194,0.125,-0.25
2.6241,0.07,0.2554,0.134,-0.06
2.7914,0.053,0.0836,0.116,-0.09
2.6528,0.0776,0.2156,-0.245,0.16
2.983,0.069,0.1774,-0.034,-0.03
3.2169,0.1413,0.0259,-0.186,0.01
3.1637,0.1461,0.0981,-0.138,-0.07
3.0374,0.0645,0.1067,0.058,0.11
2.2297,0.1086,0.1031,0.148,-0.06
2.9931,0.0689,0.1721,-0.004,0
3.0287,0.1315,0.2078,-0.107,0.02
3.3655,0.0573,0.2927,0.322,0.25
3.1191,0.1955,0.2901,0.201,0.12
3.1231,0.2031,0.2865,0.17,0.05
2.6317,0.101,0.2667,0.121,-0.04
2.5922,0.1555,0.2364,0.157,0
3.0688,0.1659,0.2411,0.028,0.1
3.0713,0.0555,0.2235,-0.013,0.09
3.1317,0.1125,0.1088,0.027,0.05
3.0191,0.0683,0.1883,0.049,0.05
2.6127,0.1437,0.239,0.152,0
2.2435,0.1413,0.1072,0.094,0
2.7854,0.0791,0.0728,0.032,-0.09
2.3009,0.08,0.07,0.205,-0.41
2.3789,0.0708,0.046,0.25,-0.03
3.0914,0.1354,0.037,-0.222,0.2
2.8939,0.0374,0.0383,0.013,0.07
2.9117,0.0527,0.0357,0.054,-0.05
3.2134,0.1489,0.0249,-0.075,0.07
3.0216,0.11,0.065,-0.356,0.13
2.9949,0.0615,0.1671,0.067,0.03
3.0118,0.048,0.1741,-0.004,0.1
3.1721,0.061,0.1571,-0.151,0.08
2.9983,0.0628,0.1747,-0.017,0.07
2.8597,0.213,0.24,0.13,-0.08
3.0922,0.1907,0.2221,-0.035,0.04
2.31,0.1649,0.1299,0.183,-0.39
3.0546,0.0385,0.1567,0.023,-0.04
3.0846,0.2012,0.213,-0.044,0.06
2.9979,0.0854,0.1755,0.103,0.05
3.1663,0.0627,0.1597,-0.075,0.01
3.0056,0.0792,0.1763,0.423,-0.28
2.8374,0.0504,0.0376,0.112,0.06
3.0195,0.0812,0.1764,0.041,-0.05
2.3608,0.1833,0.0093,0.058,-0.14
2.2558,0.1328,0.0444,0.108,-0.08
3.1495,0.145,0.0216,-0.111,0.01
3.1937,0.1688,0.0256,-0.036,0
3.0938,0.158,0.0327,0.138,-0.1
2.2538,0.1356,0.0636,0.152,-0.04
2.3716,0.0936,0.1078,0.272,-0.44
2.279,0.1581,0.0952,0.144,-0.02
2.7289,0.2594,0.1591,0.151,-0.11
2.9875,0.0811,0.1878,0.027,0.02
3.008,0.0697,0.1803,0.04,0.11
3.0541,0.1142,0.1955,0.099,-0.01
3.1978,0.1291,0.2865,0.087,0.06
3.0061,0.0592,0.1725,0.027,0.03
2.5712,0.1673,0.1328,0.09,-0.1
3.1154,0.0716,0.1796,-0.017,0.11
2.958,0.0536,0.2369,-0.053,0.07
3.123,0.1308,0.0221,-0.009,-0.17
3.019,0.0626,0.0369,0.103,-0.04
3.1923,0.2127,0.1751,0.05,0.12
2.3375,0.1736,0.1114,0.205,-0.04
2.6638,0.1724,0.0381,0.031,0.02
2.3124,0.2027,0.1338,0.219,-0.01
3.1969,0.1135,0.1092,-0.098,-0.2
2.3687,0.0624,0.0947,0.237,-0.09
2.6239,0.2182,0.2104,-0.157,-0.18
2.5619,0.0905,0.2627,0.086,0.01
2.5589,0.0999,0.2619,0.072,-0.04
2.6883,0.1709,0.2012,-0.111,-0.04
2.3319,0.0983,0.1197,0.068,-0.13
3.1413,0.0417,0.1995,0.344,-0.12
2.2216,0.2028,0.0868,0.17,-0.12
3.4086,0.1102,0.1653,-0.41,0.27
2.9986,0.0855,0.191,0,0.09
3.1062,0.1168,0.106,-0.08,-0.04
2.9013,0.0458,0.0354,-0.124,0.05
2.9008,0.0543,0.0368,0.25,-0.06
2.6537,0.202,0.0518,0.165,-0.1
3.0783,0.0895,0.167,0,0.14
2.6511,0.1634,0.1998,-0.44,0.11
2.7575,0.1856,0.2844,0.29,-0.17
3.1729,0.0679,0.1632,-0.071,0.03
3.009,0.1072,0.1646,0.103,-0.09
2.7549,0.1195,0.163,0.053,-0.01
2.6932,0.2699,0.2044,0.199,-0.22
2.6855,0.2137,0.2266,0.058,-0.12
3.0643,0.2103,0.2317,0.005,0.23
2.3743,0.1696,0.1272,0.237,0.04
2.9708,0.0376,0.1641,0.081,0.08
2.7389,0.1216,0.2453,-0.102,0.08
2.3793,0.1014,0.0983,0.206,-0.1
2.7465,0.1229,0.1255,0.054,0.1
2.4718,0.1414,0.0985,0.139,-0.44
3.0759,0.0763,0.0711,0.072,-0.06
2.3781,0.0613,0.0609,0.073,-0.16
2.6715,0.1518,0.2435,0.085,0.05
2.4075,0.1568,0.0254,0.139,-0.07
2.8619,0.0421,0.037,0.183,-0.05
3.157,0.1581,0.0189,-0.031,-0.05
3.2174,0.0962,0.2849,0.112,-0.01
2.5543,0.1442,0.2331,0.308,-0.16
2.2722,0.1488,0.1007,-0.093,0.21
3.168,0.0624,0.1603,-0.071,-0.01
3.1658,0.0917,0.2808,-0.106,0.1
3.0627,0.2849,0.1691,-0.227,-0.02
2.5406,0.1505,0.2309,0.329,-0.02
2.4426,0.1108,0.1101,-0.666,0.64
3.0191,0.0683,0.1883,0.438,-1.04
3.0186,0.0894,0.1771,-0.2,0.72
2.6127,0.1437,0.239,-0.131,-0.14
2.5899,0.1206,0.2272,-0.246,-0.21
2.4368,0.1136,0.1194,1.573,-0.16
2.9303,0.0888,0.1348,-0.53,-0.25
2.5969,0.1424,0.2359,0.02,-0.4
3.0914,0.1354,0.037,-0.192,0.21
2.4552,0.1525,0.0465,-1.176,1.35
2.4482,0.1309,0.0962,-0.027,-0.29
3.0519,0.0836,0.1821,-0.568,0.49
3.0772,0.2598,0.0965,-0.367,0.37
2.4753,0.177,0.0787,-1.094,0.58
2.9944,0.0881,0.1532,0.134,0.02
2.6307,0.1456,0.2316,0.148,-0.07
3.1167,0.1964,0.2911,0.126,0.07
3.0955,0.033,0.2388,-0.416,0.34
3.0351,0.0702,0.1643,0.261,0.16
3.2246,0.1259,0.2222,-1.141,0.61
3.1663,0.0627,0.1597,2.148,-0.77
2.256,0.1558,0.0392,0.567,-0.8
2.2558,0.1328,0.0444,0.171,-0.43
2.9865,0.0836,0.1136,-0.737,0.55
3.0967,0.1133,0.1206,-0.115,-0.03
3.0938,0.158,0.0327,-0.151,0.03
2.2538,0.1356,0.0636,1.118,-0.5
2.5308,0.1442,0.0914,0.001,0.94
2.6061,0.0836,0.0843,0.035,0.16
2.5709,0.1614,0.2325,1.079,-0.39
3.1515,0.0692,0.186,-0.017,-0.53
2.9798,0.074,0.1777,0.067,0.03
2.7247,0.1046,0.1576,0.209,-0.54
3.0541,0.1142,0.1955,-0.153,0.51
3.2113,0.0404,0.2006,0.174,-0.02
2.8589,0.1262,0.2198,0.054,-0.12
2.7334,0.0922,0.2449,0.053,-0.17
2.5639,0.0456,0.2298,0.197,-0.03
2.5805,0.1381,0.2617,-0.25,0.23
2.537,0.137,0.188,-0.348,0.36
2.3526,0.182,0.1511,0.464,0.18
2.4178,0.044,0.1038,1.596,-1.72
3.123,0.1308,0.0221,-1.339,1
3.1389,0.1537,0.0198,-1.73,0.15
3.019,0.0626,0.0369,-1.697,1.67
3.0981,0.1501,0.0859,0.094,-0.08
2.3375,0.1736,0.1114,-0.534,0.8
3.1969,0.1135,0.1092,-1.303,0.71
2.279,0.1581,0.0952,0.961,-1.29
3.0885,0.1019,0.1441,-0.479,0.31
2.6058,0.1362,0.2373,-1.095,2.13
2.9872,0.0836,0.1814,0.107,0
3.0231,0.073,0.1768,0.303,-0.37
2.601,0.1522,0.2582,0.17,-0.01
2.6239,0.2182,0.2104,-0.005,-0.2
2.9792,0.1569,0.2516,0.054,-0.13
2.5589,0.0999,0.2619,-0.195,0.24
2.9441,0.0884,0.1284,0.731,0.09
3.4995,0.0623,0.1717,0.12,-0.16
2.7058,0.0375,0.0432,-0.286,-0.05
2.9013,0.0458,0.0354,-0.423,-0.03
2.3752,0.1754,0.0617,-0.641,0.72
3.0105,0.0608,0.1592,0.926,-0.5
3.0842,0.1291,0.1395,-0.361,-0.02
2.7549,0.1195,0.163,0.281,-0.04
3.0712,0.0689,0.2716,-0.023,0.28
2.6855,0.2137,0.2266,0.094,0.05
2.7389,0.1216,0.2453,-1.279,0.34
2.3781,0.0613,0.0609,0.023,0.03
2.4742,0.0653,0.094,0.216,-0.72
2.4401,0.1434,0.0517,-0.872,0.47
2.9927,0.0822,0.1789,-0.658,0.54
3.2174,0.0962,0.2849,-0.47,0.26
2.5543,0.1442,0.2331,2.632,-1.66
2.2722,0.1488,0.1007,1.84,-3.27
3.168,0.0624,0.1603,-0.205,0.14
3.0627,0.2849,0.1691,-0.165,-0.11
2.5974,0.146,0.2385,0.051,0.01
2.583,0.1506,0.2047,-0.408,0.4
2.8365,0.1726,0.2138,0.894,-1.21
3.0712,0.1896,0.0562,-0.551,0.49
2.7632,0.0888,0.0468,0.58,-0.03
3.1349,0.1476,0.0185,0.135,-0.31
2.6322,0.186,0.0777,0.701,-1.49
3.1735,0.0675,0.1655,-0.467,0.85
3.2028,0.1549,0.0111,-0.556,0.23
2.9901,0.0243,0.1771,0.028,-0.03
3.1544,0.1061,0.1021,-0.478,0.16
2.6088,0.1548,0.2253,-0.605,0.53
2.5704,0.1466,0.2335,0.099,-0.1
2.602,0.1174,0.2533,0.018,0.01
2.6356,0.1033,0.2574,-0.105,0.12
3.1436,0.0679,0.2333,-0.093,-0.05
2.6307,0.1456,0.2316,0.111,0.05
3.3655,0.0573,0.2927,0.045,0.12
2.9949,0.0615,0.1671,0.072,-0.01
3.0118,0.048,0.1741,0.027,0.02
3.1721,0.061,0.1571,-0.138,0.06
2.9983,0.0628,0.1747,0.067,-0.02
2.8114,0.1774,0.1717,0.143,0.01
2.8589,0.1262,0.2198,-0.022,0.09
2.9875,0.0811,0.1878,0.018,-0.03
2.6058,0.1362,0.2373,0.031,0.02
3.008,0.0697,0.1803,0,0.04
3.1978,0.1291,0.2865,-0.111,0
2.3687,0.0624,0.0947,0.156,0.02
3.0712,0.0689,0.2716,0.067,0.01
3.009,0.1072,0.1646,0.04,-0.06
2.6932,0.2699,0.2044,-0.116,0.04
3.3878,0.0666,0.2047,0.17,0.12
3.0755,0.0329,0.2163,-0.12,0
2.5449,0.1744,0.1168,0.161,-0.07
3.1658,0.0917,0.2808,-0.048,0.02
2.5716,0.1592,0.2386,0.112,-0.03
2.5406,0.1505,0.2309,0.161,0.04
2.6621,0.1518,0.2183,0.072,-0.02
2.9815,0.0816,0.1752,0.094,-0.04
3.0902,0.1272,0.2152,-0.067,0.03
2.4179,0.1976,0.1194,0.116,-0.28
2.6127,0.1437,0.239,0.214,-0.03
2.5899,0.1206,0.2272,0.156,-0.04
3.1588,0.1951,0.2066,-0.026,0.04
2.7914,0.053,0.0836,0.17,-0.14
3.1737,0.1971,0.0553,-0.026,0.02
2.6528,0.0776,0.2156,-0.102,-0.02
2.983,0.069,0.1774,0.032,-0.03
3.2169,0.1413,0.0259,-0.165,0.01
3.1686,0.1503,0.0264,-0.093,0.01
2.4552,0.1525,0.0465,-0.12,0
3.1191,0.1955,0.2901,0.188,0.07
3.1231,0.2031,0.2865,0.139,0.16
2.6317,0.101,0.2667,0.152,-0.1
2.5922,0.1555,0.2364,0.134,0.03
2.2483,0.1432,0.1277,0.139,-0.04
3.0713,0.0555,0.2235,-0.058,0.11
3.2246,0.1259,0.2222,-0.075,-0.01
2.2435,0.1413,0.1072,0.125,-0.06
2.7854,0.0791,0.0728,0.01,-0.07
2.3009,0.08,0.07,0.139,-0.43
3.0512,0.1122,0.2125,0.085,0.01
2.8939,0.0374,0.0383,0.103,-0.01
2.9117,0.0527,0.0357,0.058,-0.07
3.2083,0.1256,0.0921,-0.116,-0.03
3.0922,0.1907,0.2221,0.032,-0.06
2.5805,0.1381,0.2617,0.054,-0.01
3.0455,0.1079,0.187,0.036,-0.03
2.31,0.1649,0.1299,0.161,-0.33
3.0846,0.2012,0.213,-0.08,0.01
2.4178,0.044,0.1038,0.174,-0.36
2.7724,0.1422,0.0657,0.098,-0.09
3.0195,0.0812,0.1764,0.036,-0.02
2.3608,0.1833,0.0093,0.063,-0.11
2.98,0.1329,0.0171,-0.147,0.02
2.9792,0.1569,0.2516,-0.146,0.03
3.0731,0.0848,0.2055,0.027,-0.09
3.0061,0.0592,0.1725,0.08,-0.04
3.1154,0.0716,0.1796,0.054,0.05
2.6559,0.147,0.2264,0.112,-0.09
2.958,0.0536,0.2369,-0.027,0
3.4995,0.0623,0.1717,-0.111,0.05
2.8361,0.0385,0.0402,0.09,-0.05
2.5619,0.0905,0.2627,0.085,-0.01
2.3319,0.0983,0.1197,0.103,-0.24
3.0745,0.1672,0.1391,0.058,-0.05
2.7389,0.1216,0.2453,-0.045,0.03
3.4086,0.1102,0.1653,-0.062,0.03
2.4749,0.1472,0.0355,0.161,-0.07
3.1002,0.0816,0.1607,0.049,0.05
2.9986,0.0855,0.191,0.049,0.01
2.5974,0.146,0.2385,0.157,-0.02
3.1639,0.0753,0.2753,-0.089,0.07
2.99,0.0734,0.1742,0.022,0.04
2.6804,0.2401,0.2153,-0.102,-0.03
2.3743,0.1696,0.1272,0.103,-0.08
2.3793,0.1014,0.0983,0.174,-0.09
3.3596,0.1286,0.1964,0.098,-0.04
2.7465,0.1229,0.1255,0.076,-0.02
2.7632,0.0888,0.0468,0.103,-0.02
2.4482,0.1309,0.0962,0.005,-0.08
3.2134,0.1489,0.0249,-0.062,-0.06
3.1721,0.061,0.1571,-0.062,0.02
2.8114,0.1774,0.1717,0.179,0
2.2558,0.1328,0.0444,0.183,-0.12
3.1495,0.145,0.0216,-0.102,-0.03
3.0967,0.1133,0.1206,-0.071,-0.02
3.0938,0.158,0.0327,-0.124,-0.08
2.2538,0.1356,0.0636,0.125,0.01
2.3716,0.0936,0.1078,0.067,-0.28
2.5709,0.1614,0.2325,0.143,-0.22
2.9875,0.0811,0.1878,-0.017,0.04
3.1515,0.0692,0.186,0.212,-0.12
3.2113,0.0404,0.2006,0.148,-0.02
3.019,0.0626,0.0369,0.116,-0.1
2.3375,0.1736,0.1114,0.138,-0.07
2.6638,0.1724,0.0381,-0.08,0.03
2.3124,0.2027,0.1338,0.165,-0.1
3.1969,0.1135,0.1092,-0.142,0.02
3.0651,0.0664,0.1635,0.018,-0.01
2.3687,0.0624,0.0947,0.179,-0.13
2.601,0.1522,0.2582,0.245,0
2.6239,0.2182,0.2104,-0.12,-0.05
2.7058,0.0375,0.0432,0.103,-0.11
2.9013,0.0458,0.0354,0.094,-0.16
2.3752,0.1754,0.0617,-0.053,0
3.0783,0.0895,0.167,-0.048,0.15
2.6511,0.1634,0.1998,-0.165,-0.02
3.1729,0.0679,0.1632,-0.196,0.03
3.0842,0.1291,0.1395,-0.067,0.08
3.009,0.1072,0.1646,0.054,-0.07
2.7549,0.1195,0.163,0.085,-0.1
3.2029,0.1611,0.0176,-0.125,-0.07
2.392,0.0976,0.1086,0.138,-0.25
2.4742,0.0653,0.094,0.103,-0.3
2.9927,0.0822,0.1789,0.049,0.06
3.157,0.1581,0.0189,-0.103,0.01
3.2174,0.0962,0.2849,0.099,0.05
2.2722,0.1488,0.1007,0.165,-0.08
3.0755,0.0329,0.2163,-0.093,-0.07
3.168,0.0624,0.1603,-0.102,-0.04
3.0627,0.2849,0.1691,-0.124,0.01
3.0959,0.1375,0.0232,-0.102,-0.03
3.1684,0.1478,0.0263,-0.08,0
2.6322,0.186,0.0777,0.112,-0.07
2.9901,0.0243,0.1771,0.009,-0.05
2.9936,0.0526,0.1824,0.081,-0.1
3.1544,0.1061,0.1021,-0.089,-0.02
3.125,0.1329,0.1229,0.063,-0.03
2.7536,0.1343,0.156,0.125,-0.03
2.602,0.1174,0.2533,0.13,-0.16
2.6356,0.1033,0.2574,0.121,0.02
3.0684,0.0731,0.1662,0.112,-0.04
3.1231,0.2031,0.2865,0.228,0.05
3.1191,0.1955,0.2901,0.205,0.11
3.0599,0.1888,0.2784,0.027,0.07
3.1317,0.1125,0.1088,-0.026,0.06
3.0186,0.0894,0.1771,0.054,-0.01
2.4368,0.1136,0.1194,0.099,-0.24
